original_met_name,llm_queries,chosen_kegg_cpd,confidence,mapping_score,evidence_line,n_reactions,n_enzymes,n_pathways
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),1-stearoyl-2-arachidonoyl-gpe (18:0/20:4); stearoyl-arachidonoyl-gpe (18:0/20:4),,low,0.0,,0,0,0
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,1-stearoyl-2-linoleoyl-gpc (18:0/18:2)*; 1-stearoyl-2-linoleoyl-gpc (18:0/18:2); stearoyl-linoleoyl-gpc (18:0/18:2)*,,low,0.0,,0,0,0
1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,1-palmitoyl-2-palmitoleoyl-gpc (16:0/16:1)*; 1-palmitoyl-2-palmitoleoyl-gpc (16:0/16:1); palmitoyl-palmitoleoyl-gpc (16:0/16:1)*,,low,0.0,,0,0,0
1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*,1-palmitoyl-2-dihomo-linolenoyl-gpc (16:0/20:3n3 or 6)*; 1-palmitoyl-2-dihomo-linolenoyl-gpc (16:0/20:3n3 or 6); palmitoyl-dihomo-linolenoyl-gpc (16:0/20:3n3 or 6)*,,low,0.0,,0,0,0
1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5)*,1-palmitoyl-2-eicosapentaenoyl-gpc (16:0/20:5)*; 1-palmitoyl-2-eicosapentaenoyl-gpc (16:0/20:5); palmitoyl-eicosapentaenoyl-gpc (16:0/20:5)*,,low,0.0,,0,0,0
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,1-palmitoyl-2-arachidonoyl-gpe (16:0/20:4)*; 1-palmitoyl-2-arachidonoyl-gpe (16:0/20:4); palmitoyl-arachidonoyl-gpe (16:0/20:4)*,,low,0.0,,0,0,0
1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*,1-palmitoyl-2-docosahexaenoyl-gpe (16:0/22:6)*; 1-palmitoyl-2-docosahexaenoyl-gpe (16:0/22:6); palmitoyl-docosahexaenoyl-gpe (16:0/22:6)*,,low,0.0,,0,0,0
1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*,1-stearoyl-2-docosahexaenoyl-gpe (18:0/22:6)*; 1-stearoyl-2-docosahexaenoyl-gpe (18:0/22:6); stearoyl-docosahexaenoyl-gpe (18:0/22:6)*,,low,0.0,,0,0,0
1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,1-palmitoyl-2-arachidonoyl-gpi (16:0/20:4)*; 1-palmitoyl-2-arachidonoyl-gpi (16:0/20:4); palmitoyl-arachidonoyl-gpi (16:0/20:4)*,,low,0.0,,0,0,0
1-stearoyl-2-linoleoyl-GPI (18:0/18:2),1-stearoyl-2-linoleoyl-gpi (18:0/18:2); stearoyl-linoleoyl-gpi (18:0/18:2),,low,0.0,,0,0,0
1-palmitoyl-2-palmitoleoyl-GPE (16:0/16:1)*,1-palmitoyl-2-palmitoleoyl-gpe (16:0/16:1)*; 1-palmitoyl-2-palmitoleoyl-gpe (16:0/16:1); palmitoyl-palmitoleoyl-gpe (16:0/16:1)*,,low,0.0,,0,0,0
gamma-tocopherol/beta-tocopherol,gamma-tocopherol/beta-tocopherol; tocopherol/beta-tocopherol,,low,0.0,,0,0,0
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,1-(1-enyl-stearoyl)-2-arachidonoyl-gpe (p-18:0/20:4)*; 1-(1-enyl-stearoyl)-2-arachidonoyl-gpe (p-18:0/20:4); (enyl-stearoyl)-arachidonoyl-gpe (p-18:0/20:4)*,,low,0.0,,0,0,0
1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16:0/22:6)*,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-gpe (p-16:0/22:6)*; 1-(1-enyl-palmitoyl)-2-docosahexaenoyl-gpe (p-16:0/22:6); (enyl-palmitoyl)-docosahexaenoyl-gpe (p-16:0/22:6)*,,low,0.0,,0,0,0
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,1-(1-enyl-palmitoyl)-2-arachidonoyl-gpe (p-16:0/20:4)*; 1-(1-enyl-palmitoyl)-2-arachidonoyl-gpe (p-16:0/20:4); (enyl-palmitoyl)-arachidonoyl-gpe (p-16:0/20:4)*,,low,0.0,,0,0,0
1-(1-enyl-oleoyl)-2-linoleoyl-GPE (P-18:1/18:2)*,1-(1-enyl-oleoyl)-2-linoleoyl-gpe (p-18:1/18:2)*; 1-(1-enyl-oleoyl)-2-linoleoyl-gpe (p-18:1/18:2); (enyl-oleoyl)-linoleoyl-gpe (p-18:1/18:2)*,,low,0.0,,0,0,0
1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*,1-(1-enyl-stearoyl)-2-docosahexaenoyl-gpe (p-18:0/22:6)*; 1-(1-enyl-stearoyl)-2-docosahexaenoyl-gpe (p-18:0/22:6); (enyl-stearoyl)-docosahexaenoyl-gpe (p-18:0/22:6)*,,low,0.0,,0,0,0
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,1-(1-enyl-palmitoyl)-2-oleoyl-gpe (p-16:0/18:1)*; 1-(1-enyl-palmitoyl)-2-oleoyl-gpe (p-16:0/18:1); (enyl-palmitoyl)-oleoyl-gpe (p-16:0/18:1)*,,low,0.0,,0,0,0
1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1)*; 1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1); (enyl-palmitoyl)-oleoyl-gpc (p-16:0/18:1)*,,low,0.0,,0,0,0
1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16:0/22:6)*,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-gpc (p-16:0/22:6)*; 1-(1-enyl-palmitoyl)-2-docosahexaenoyl-gpc (p-16:0/22:6); (enyl-palmitoyl)-docosahexaenoyl-gpc (p-16:0/22:6)*,,low,0.0,,0,0,0
1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,1-(1-enyl-palmitoyl)-2-linoleoyl-gpc (p-16:0/18:2)*; 1-(1-enyl-palmitoyl)-2-linoleoyl-gpc (p-16:0/18:2); (enyl-palmitoyl)-linoleoyl-gpc (p-16:0/18:2)*,,low,0.0,,0,0,0
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,1-(1-enyl-palmitoyl)-2-arachidonoyl-gpc (p-16:0/20:4)*; 1-(1-enyl-palmitoyl)-2-arachidonoyl-gpc (p-16:0/20:4); (enyl-palmitoyl)-arachidonoyl-gpc (p-16:0/20:4)*,,low,0.0,,0,0,0
1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18:0/22:6)*,1-(1-enyl-stearoyl)-2-docosahexaenoyl-gpc (p-18:0/22:6)*; 1-(1-enyl-stearoyl)-2-docosahexaenoyl-gpc (p-18:0/22:6); (enyl-stearoyl)-docosahexaenoyl-gpc (p-18:0/22:6)*,,low,0.0,,0,0,0
1-stearyl-2-arachidonoyl-GPC (O-18:0/20:4)*,1-stearyl-2-arachidonoyl-gpc (o-18:0/20:4)*; 1-stearyl-2-arachidonoyl-gpc (o-18:0/20:4); stearyl-arachidonoyl-gpc (o-18:0/20:4)*,,low,0.0,,0,0,0
1-palmityl-2-arachidonoyl-GPC (O-16:0/20:4)*,1-palmityl-2-arachidonoyl-gpc (o-16:0/20:4)*; 1-palmityl-2-arachidonoyl-gpc (o-16:0/20:4); palmityl-arachidonoyl-gpc (o-16:0/20:4)*,,low,0.0,,0,0,0
"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*; sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)",,low,0.0,,0,0,0
behenoyl dihydrosphingomyelin (d18:0/22:0)*,behenoyl dihydrosphingomyelin (d18:0/22:0)*; behenoyl dihydrosphingomyelin (d18:0/22:0),,low,0.0,,0,0,0
"sphingomyelin (d18:0/18:0, d19:0/17:0)*","sphingomyelin (d18:0/18:0, d19:0/17:0)*; sphingomyelin (d18:0/18:0, d19:0/17:0)",,low,0.0,,0,0,0
N-palmitoyl-sphinganine (d18:0/16:0),n-palmitoyl-sphinganine (d18:0/16:0); palmitoyl-sphinganine (d18:0/16:0),,low,0.0,,0,0,0
lactosyl-N-palmitoyl-sphingosine (d18:1/16:0),lactosyl-n-palmitoyl-sphingosine (d18:1/16:0),,low,0.0,,0,0,0
1-pentadecanoyl-2-linoleoyl-GPC (15:0/18:2)*,1-pentadecanoyl-2-linoleoyl-gpc (15:0/18:2)*; 1-pentadecanoyl-2-linoleoyl-gpc (15:0/18:2); pentadecanoyl-linoleoyl-gpc (15:0/18:2)*,,low,0.0,,0,0,0
1-margaroyl-2-oleoyl-GPC (17:0/18:1)*,1-margaroyl-2-oleoyl-gpc (17:0/18:1)*; 1-margaroyl-2-oleoyl-gpc (17:0/18:1); margaroyl-oleoyl-gpc (17:0/18:1)*,,low,0.0,,0,0,0
1-margaroyl-2-linoleoyl-GPC (17:0/18:2)*,1-margaroyl-2-linoleoyl-gpc (17:0/18:2)*; 1-margaroyl-2-linoleoyl-gpc (17:0/18:2); margaroyl-linoleoyl-gpc (17:0/18:2)*,,low,0.0,,0,0,0
myristoyl dihydrosphingomyelin (d18:0/14:0)*,myristoyl dihydrosphingomyelin (d18:0/14:0)*; myristoyl dihydrosphingomyelin (d18:0/14:0),,low,0.0,,0,0,0
5-hydroxyindole sulfate,5-hydroxyindole sulfate; hydroxyindole sulfate; 5-hydroxyindole sulfic acid,,low,0.0,,0,0,0
phenylacetylglutamate,phenylacetylglutamate; phenylacetylglutamic acid,cpd:C05595,low,0.7,Query 'phenylacetylglutamic acid' -> cpd:C05595: 4-Hydroxyphenylacetylglutamic acid; p-Hydroxyphenylacetylglutamic acid; 4-Hydroxyphenylacetylglutama,1,1,1
1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*,1-stearoyl-2-dihomo-linolenoyl-gpc (18:0/20:3n3 or 6)*; 1-stearoyl-2-dihomo-linolenoyl-gpc (18:0/20:3n3 or 6); stearoyl-dihomo-linolenoyl-gpc (18:0/20:3n3 or 6)*,,low,0.0,,0,0,0
palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*,palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*; palmitoyl-linoleoyl-glycerol (16:0/18:2),,low,0.0,,0,0,0
palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*; palmitoyl-linoleoyl-glycerol (16:0/18:2),,low,0.0,,0,0,0
1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,1-palmitoyl-2-oleoyl-gpi (16:0/18:1)*; 1-palmitoyl-2-oleoyl-gpi (16:0/18:1); palmitoyl-oleoyl-gpi (16:0/18:1)*,,low,0.0,,0,0,0
1-stearoyl-2-docosahexaenoyl-GPI (18:0/22:6)*,1-stearoyl-2-docosahexaenoyl-gpi (18:0/22:6)*; 1-stearoyl-2-docosahexaenoyl-gpi (18:0/22:6); stearoyl-docosahexaenoyl-gpi (18:0/22:6)*,,low,0.0,,0,0,0
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,1-(1-enyl-palmitoyl)-2-linoleoyl-gpe (p-16:0/18:2)*; 1-(1-enyl-palmitoyl)-2-linoleoyl-gpe (p-16:0/18:2); (enyl-palmitoyl)-linoleoyl-gpe (p-16:0/18:2)*,,low,0.0,,0,0,0
1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*,1-palmitoleoyl-2-linoleoyl-gpc (16:1/18:2)*; 1-palmitoleoyl-2-linoleoyl-gpc (16:1/18:2); palmitoleoyl-linoleoyl-gpc (16:1/18:2)*,,low,0.0,,0,0,0
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,1-oleoyl-2-linoleoyl-gpe (18:1/18:2)*; 1-oleoyl-2-linoleoyl-gpe (18:1/18:2); oleoyl-linoleoyl-gpe (18:1/18:2)*,,low,0.0,,0,0,0
1-linoleoyl-GPA (18:2)*,1-linoleoyl-gpa (18:2)*; 1-linoleoyl-gpa (18:2); linoleoyl-gpa (18:2)*,,low,0.0,,0,0,0
1-pentadecanoyl-2-arachidonoyl-GPC (15:0/20:4)*,1-pentadecanoyl-2-arachidonoyl-gpc (15:0/20:4)*; 1-pentadecanoyl-2-arachidonoyl-gpc (15:0/20:4); pentadecanoyl-arachidonoyl-gpc (15:0/20:4)*,,low,0.0,,0,0,0
1-pentadecanoyl-2-docosahexaenoyl-GPC (15:0/22:6)*,1-pentadecanoyl-2-docosahexaenoyl-gpc (15:0/22:6)*; 1-pentadecanoyl-2-docosahexaenoyl-gpc (15:0/22:6); pentadecanoyl-docosahexaenoyl-gpc (15:0/22:6)*,,low,0.0,,0,0,0
1-margaroyl-2-arachidonoyl-GPC (17:0/20:4)*,1-margaroyl-2-arachidonoyl-gpc (17:0/20:4)*; 1-margaroyl-2-arachidonoyl-gpc (17:0/20:4); margaroyl-arachidonoyl-gpc (17:0/20:4)*,,low,0.0,,0,0,0
1-arachidoyl-2-arachidonoyl-GPC (20:0/20:4)*,1-arachidoyl-2-arachidonoyl-gpc (20:0/20:4)*; 1-arachidoyl-2-arachidonoyl-gpc (20:0/20:4); arachidoyl-arachidonoyl-gpc (20:0/20:4)*,,low,0.0,,0,0,0
1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,1-oleoyl-2-docosahexaenoyl-gpc (18:1/22:6)*; 1-oleoyl-2-docosahexaenoyl-gpc (18:1/22:6); oleoyl-docosahexaenoyl-gpc (18:1/22:6)*,,low,0.0,,0,0,0
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,1-linoleoyl-2-arachidonoyl-gpc (18:2/20:4n6)*; 1-linoleoyl-2-arachidonoyl-gpc (18:2/20:4n6); linoleoyl-arachidonoyl-gpc (18:2/20:4n6)*,,low,0.0,,0,0,0
1-linoleoyl-2-docosahexaenoyl-GPC (18:2/22:6)*,1-linoleoyl-2-docosahexaenoyl-gpc (18:2/22:6)*; 1-linoleoyl-2-docosahexaenoyl-gpc (18:2/22:6); linoleoyl-docosahexaenoyl-gpc (18:2/22:6)*,,low,0.0,,0,0,0
1-palmityl-2-linoleoyl-GPC (O-16:0/18:2)*,1-palmityl-2-linoleoyl-gpc (o-16:0/18:2)*; 1-palmityl-2-linoleoyl-gpc (o-16:0/18:2); palmityl-linoleoyl-gpc (o-16:0/18:2)*,,low,0.0,,0,0,0
1-(1-enyl-stearoyl)-2-linoleoyl-GPC (P-18:0/18:2)*,1-(1-enyl-stearoyl)-2-linoleoyl-gpc (p-18:0/18:2)*; 1-(1-enyl-stearoyl)-2-linoleoyl-gpc (p-18:0/18:2); (enyl-stearoyl)-linoleoyl-gpc (p-18:0/18:2)*,,low,0.0,,0,0,0
1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,1-myristoyl-2-arachidonoyl-gpc (14:0/20:4)*; 1-myristoyl-2-arachidonoyl-gpc (14:0/20:4); myristoyl-arachidonoyl-gpc (14:0/20:4)*,,low,0.0,,0,0,0
1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n3)*,1-stearoyl-2-docosapentaenoyl-gpc (18:0/22:5n3)*; 1-stearoyl-2-docosapentaenoyl-gpc (18:0/22:5n3); stearoyl-docosapentaenoyl-gpc (18:0/22:5n3)*,,low,0.0,,0,0,0
1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n6)*,1-stearoyl-2-docosapentaenoyl-gpc (18:0/22:5n6)*; 1-stearoyl-2-docosapentaenoyl-gpc (18:0/22:5n6); stearoyl-docosapentaenoyl-gpc (18:0/22:5n6)*,,low,0.0,,0,0,0
1-stearoyl-2-adrenoyl-GPC (18:0/22:4)*,1-stearoyl-2-adrenoyl-gpc (18:0/22:4)*; 1-stearoyl-2-adrenoyl-gpc (18:0/22:4); stearoyl-adrenoyl-gpc (18:0/22:4)*,,low,0.0,,0,0,0
1-stearyl-GPC (O-18:0)*,1-stearyl-gpc (o-18:0)*; 1-stearyl-gpc (o-18:0); stearyl-gpc (o-18:0)*,,low,0.0,,0,0,0
1-stearoyl-2-meadoyl-GPC (18:0/20:3n9)*,1-stearoyl-2-meadoyl-gpc (18:0/20:3n9)*; 1-stearoyl-2-meadoyl-gpc (18:0/20:3n9); stearoyl-meadoyl-gpc (18:0/20:3n9)*,,low,0.0,,0,0,0
1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*,1-palmitoyl-2-gamma-linolenoyl-gpc (16:0/18:3n6)*; 1-palmitoyl-2-gamma-linolenoyl-gpc (16:0/18:3n6); palmitoyl-gamma-linolenoyl-gpc (16:0/18:3n6)*,,low,0.0,,0,0,0
1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,1-(1-enyl-palmitoyl)-2-palmitoleoyl-gpc (p-16:0/16:1)*; 1-(1-enyl-palmitoyl)-2-palmitoleoyl-gpc (p-16:0/16:1); (enyl-palmitoyl)-palmitoleoyl-gpc (p-16:0/16:1)*,,low,0.0,,0,0,0
1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,1-(1-enyl-palmitoyl)-2-palmitoyl-gpc (p-16:0/16:0)*; 1-(1-enyl-palmitoyl)-2-palmitoyl-gpc (p-16:0/16:0); (enyl-palmitoyl)-palmitoyl-gpc (p-16:0/16:0)*,,low,0.0,,0,0,0
"1,2-dipalmitoyl-GPI (16:0/16:0)*","1,2-dipalmitoyl-gpi (16:0/16:0)*; 1,2-dipalmitoyl-gpi (16:0/16:0); 1,dipalmitoyl-gpi (16:0/16:0)*",,low,0.0,,0,0,0
1-stearoyl-2-oleoyl-GPI (18:0/18:1)*,1-stearoyl-2-oleoyl-gpi (18:0/18:1)*; 1-stearoyl-2-oleoyl-gpi (18:0/18:1); stearoyl-oleoyl-gpi (18:0/18:1)*,,low,0.0,,0,0,0
1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n3 or 6)*,1-stearoyl-2-dihomo-linolenoyl-gpi (18:0/20:3n3 or 6)*; 1-stearoyl-2-dihomo-linolenoyl-gpi (18:0/20:3n3 or 6); stearoyl-dihomo-linolenoyl-gpi (18:0/20:3n3 or 6)*,,low,0.0,,0,0,0
"1,2-dipalmitoyl-GPE (16:0/16:0)*","1,2-dipalmitoyl-gpe (16:0/16:0)*; 1,2-dipalmitoyl-gpe (16:0/16:0); 1,dipalmitoyl-gpe (16:0/16:0)*",,low,0.0,,0,0,0
1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*,1-palmitoyl-2-stearoyl-gpe (16:0/18:0)*; 1-palmitoyl-2-stearoyl-gpe (16:0/18:0); palmitoyl-stearoyl-gpe (16:0/18:0)*,,low,0.0,,0,0,0
1-palmitoyl-2-eicosapentaenoyl-GPE (16:0/20:5)*,1-palmitoyl-2-eicosapentaenoyl-gpe (16:0/20:5)*; 1-palmitoyl-2-eicosapentaenoyl-gpe (16:0/20:5); palmitoyl-eicosapentaenoyl-gpe (16:0/20:5)*,,low,0.0,,0,0,0
1-stearoyl-2-dihomo-linolenoyl-GPE (18:0/20:3n3 or 6)*,1-stearoyl-2-dihomo-linolenoyl-gpe (18:0/20:3n3 or 6)*; 1-stearoyl-2-dihomo-linolenoyl-gpe (18:0/20:3n3 or 6); stearoyl-dihomo-linolenoyl-gpe (18:0/20:3n3 or 6)*,,low,0.0,,0,0,0
"1,2-dilinoleoyl-GPE (18:2/18:2)*","1,2-dilinoleoyl-gpe (18:2/18:2)*; 1,2-dilinoleoyl-gpe (18:2/18:2); 1,dilinoleoyl-gpe (18:2/18:2)*",,low,0.0,,0,0,0
1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*; 1-oleoyl-2-arachidonoyl-gpe (18:1/20:4); oleoyl-arachidonoyl-gpe (18:1/20:4)*,,low,0.0,,0,0,0
1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*,1-oleoyl-2-docosahexaenoyl-gpe (18:1/22:6)*; 1-oleoyl-2-docosahexaenoyl-gpe (18:1/22:6); oleoyl-docosahexaenoyl-gpe (18:1/22:6)*,,low,0.0,,0,0,0
1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,1-linoleoyl-2-arachidonoyl-gpe (18:2/20:4)*; 1-linoleoyl-2-arachidonoyl-gpe (18:2/20:4); linoleoyl-arachidonoyl-gpe (18:2/20:4)*,,low,0.0,,0,0,0
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2)*; 1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2); (enyl-stearoyl)-linoleoyl-gpe (p-18:0/18:2)*,,low,0.0,,0,0,0
1-linoleoyl-GPG (18:2)*,1-linoleoyl-gpg (18:2)*; 1-linoleoyl-gpg (18:2); linoleoyl-gpg (18:2)*,,low,0.0,,0,0,0
palmitoylcholine,palmitoylcholine,,low,0.0,,0,0,0
2-methylserine,2-methylserine; methylserine,cpd:C02115,low,1.0,Query '2-methylserine' -> cpd:C02115: 2-Methylserine,1,1,0
glycocholate glucuronide (1),glycocholate glucuronide (1); glycocholate glucuronide; glycocholic acid glucuronide (1),,low,0.0,,0,0,0
glycochenodeoxycholate glucuronide (1),glycochenodeoxycholate glucuronide (1); glycochenodeoxycholate glucuronide; glycochenodeoxycholic acid glucuronide (1),,low,0.0,,0,0,0
(S)-3-hydroxybutyrylcarnitine,(s)-3-hydroxybutyrylcarnitine; (s)-hydroxybutyrylcarnitine,,low,0.0,,0,0,0
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),glycosyl-n-palmitoyl-sphingosine (d18:1/16:0),,low,0.0,,0,0,0
methylsuccinoylcarnitine,methylsuccinoylcarnitine,,low,0.0,,0,0,0
14-HDoHE/17-HDoHE,14-hdohe/17-hdohe; hdohe/hdohe,,low,0.0,,0,0,0
catechol glucuronide,catechol glucuronide,,low,0.0,,0,0,0
ascorbic acid 2-sulfate,ascorbic acid 2-sulfate; ascorbic acid sulfate,,low,0.0,,0,0,0
oleoylcholine,oleoylcholine,,low,0.0,,0,0,0
arachidonoylcholine,arachidonoylcholine,,low,0.0,,0,0,0
docosahexaenoylcholine,docosahexaenoylcholine,,low,0.0,,0,0,0
palmitoloelycholine,palmitoloelycholine,,low,0.0,,0,0,0
dihomo-linolenoyl-choline,dihomo-linolenoyl-choline,,low,0.0,,0,0,0
eicosapentaenoylcholine,eicosapentaenoylcholine,,low,0.0,,0,0,0
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,1-linoleoyl-2-linolenoyl-gpc (18:2/18:3)*; 1-linoleoyl-2-linolenoyl-gpc (18:2/18:3); linoleoyl-linolenoyl-gpc (18:2/18:3)*,,low,0.0,,0,0,0
1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*,1-palmitoleoyl-2-linolenoyl-gpc (16:1/18:3)*; 1-palmitoleoyl-2-linolenoyl-gpc (16:1/18:3); palmitoleoyl-linolenoyl-gpc (16:1/18:3)*,,low,0.0,,0,0,0
1-oleoyl-2-docosapentaenoyl-GPC (18:1/22:5n3)*,1-oleoyl-2-docosapentaenoyl-gpc (18:1/22:5n3)*; 1-oleoyl-2-docosapentaenoyl-gpc (18:1/22:5n3); oleoyl-docosapentaenoyl-gpc (18:1/22:5n3)*,,low,0.0,,0,0,0
"phosphatidylcholine (18:0/20:2, 20:0/18:2)*","phosphatidylcholine (18:0/20:2, 20:0/18:2)*; phosphatidylcholine (18:0/20:2, 20:0/18:2)",,low,0.0,,0,0,0
1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,1-(1-enyl-oleoyl)-2-docosahexaenoyl-gpe (p-18:1/22:6)*; 1-(1-enyl-oleoyl)-2-docosahexaenoyl-gpe (p-18:1/22:6); (enyl-oleoyl)-docosahexaenoyl-gpe (p-18:1/22:6)*,,low,0.0,,0,0,0
hexadecadienoate (16:2n6),hexadecadienoate (16:2n6); hexadecadienoic acid (16:2n6),,low,0.0,,0,0,0
1-eicosapentaenoylglycerol (20:5)*,1-eicosapentaenoylglycerol (20:5)*; 1-eicosapentaenoylglycerol (20:5); eicosapentaenoylglycerol (20:5)*,,low,0.0,,0,0,0
palmitoleoylcarnitine (C16:1)*,palmitoleoylcarnitine (c16:1)*; palmitoleoylcarnitine (c16:1),,low,0.0,,0,0,0
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC),pimeloylcarnitine/3-methyladipoylcarnitine (c7-dc); pimeloylcarnitine/methyladipoylcarnitine (cdc),,low,0.0,,0,0,0
4-hydroxyphenylacetylglutamine,4-hydroxyphenylacetylglutamine; hydroxyphenylacetylglutamine,,low,0.0,,0,0,0
indolepropionylglycine,indolepropionylglycine,,low,0.0,,0,0,0
2-hydroxyoleate,2-hydroxyoleate; hydroxyoleate; 2-hydroxyoleic acid,cpd:C19616,low,0.7,Query 'hydroxyoleate' -> cpd:C19616: 18-Hydroxyoleate; 18-Hydroxyoleic acid; (9Z)-18-Hydroxyoctadec-9-enoic acid,3,2,1
"2,3-dihydroxy-2-methylbutyrate","2,3-dihydroxy-2-methylbutyrate; 2,dihydroxy-methylbutyrate; 2,3-dihydroxy-2-methylbutyric acid",,low,0.0,,0,0,0
2'-O-methylcytidine,2'-o-methylcytidine,,low,0.0,,0,0,0
2'-O-methyluridine,2'-o-methyluridine,,low,0.0,,0,0,0
gamma-glutamyl-alpha-lysine,gamma-glutamyl-alpha-lysine; glutamyl-alpha-lysine,,low,0.0,,0,0,0
palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*,palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*; palmitoyl-oleoyl-glycerol (16:0/18:1),,low,0.0,,0,0,0
palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*; palmitoyl-oleoyl-glycerol (16:0/18:1),,low,0.0,,0,0,0
oleoyl-oleoyl-glycerol (18:1/18:1) [1]*,oleoyl-oleoyl-glycerol (18:1/18:1) [1]*; oleoyl-oleoyl-glycerol (18:1/18:1),,low,0.0,,0,0,0
oleoyl-oleoyl-glycerol (18:1/18:1) [2]*,oleoyl-oleoyl-glycerol (18:1/18:1) [2]*; oleoyl-oleoyl-glycerol (18:1/18:1),,low,0.0,,0,0,0
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*; linoleoyl-arachidonoyl-glycerol (18:2/20:4),,low,0.0,,0,0,0
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*; linoleoyl-arachidonoyl-glycerol (18:2/20:4),,low,0.0,,0,0,0
palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*,palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*; palmitoyl-arachidonoyl-glycerol (16:0/20:4),,low,0.0,,0,0,0
palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*,palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*; palmitoyl-arachidonoyl-glycerol (16:0/20:4),,low,0.0,,0,0,0
